"event_id","entry_no","shop_id","mbr_id","entry_dtm","entry_rslt_cd","entry_rslt_dtm"
EV-210128,19,S100,M1124,"2021-01-28 09:21:00",SUCC,"2021-01-28 09:30:00"
EV-210128,20,S100,M1176,"2021-01-28 09:32:00",SUCC,"2021-01-28 09:30:00"
EV-210128,21,S100,M1956,"2021-01-28 09:40:00",SUCC,"2021-01-28 09:30:00"
EV-210128,22,S100,M1957,"2021-01-28 09:44:00",SUCC,"2021-01-28 09:30:00"
EV-210128,23,S100,M2012,"2021-01-28 09:52:00",SUCC,"2021-01-28 09:30:00"
EV-210128,24,S100,M2013,"2021-01-28 09:56:00",SUCC,"2021-01-28 09:30:00"
EV-210128,25,S100,M2068,"2021-01-28 10:00:00",SUCC,"2021-01-28 10:30:00"
EV-210128,26,S100,M2069,"2021-01-28 10:04:00",SUCC,"2021-01-28 10:30:00"
EV-210129,1,S050,M0758,"2021-01-29 08:00:00",SUCC,"2021-01-29 08:30:00"
EV-210129,2,S100,M1057,"2021-01-29 08:00:00",SUCC,"2021-01-29 08:30:00"
EV-210129,3,S050,M0533,"2021-01-29 08:02:00",SUCC,"2021-01-29 08:30:00"
EV-210129,4,S100,M1645,"2021-01-29 08:02:00",SUCC,"2021-01-29 08:30:00"
EV-210129,5,S050,M0173,"2021-01-29 08:04:00",SUCC,"2021-01-29 08:30:00"
EV-210129,6,S100,M1108,"2021-01-29 08:04:00",SUCC,"2021-01-29 08:30:00"
EV-210129,7,S100,M1764,"2021-01-29 08:05:00",SUCC,"2021-01-29 08:30:00"
EV-210129,8,S050,M0581,"2021-01-29 08:06:00",SUCC,"2021-01-29 08:30:00"
EV-210129,9,S100,M1793,"2021-01-29 08:06:00",SUCC,"2021-01-29 08:30:00"
EV-210129,10,S100,M2280,"2021-01-29 08:06:00",SUCC,"2021-01-29 08:30:00"
EV-210129,11,S050,M0763,"2021-01-29 08:08:00",SUCC,"2021-01-29 08:30:00"
EV-210129,12,S100,M1470,"2021-01-29 08:08:00",SUCC,"2021-01-29 08:30:00"
EV-210129,13,S050,M0449,"2021-01-29 08:10:00",SUCC,"2021-01-29 08:30:00"
EV-210129,14,S100,M2281,"2021-01-29 08:10:00",SUCC,"2021-01-29 08:30:00"
EV-210129,15,S100,M2236,"2021-01-29 08:12:00",SUCC,"2021-01-29 08:30:00"
EV-210129,16,S100,M2237,"2021-01-29 08:14:00",SUCC,"2021-01-29 08:30:00"
EV-210129,17,S100,M1428,"2021-01-29 08:16:00",SUCC,"2021-01-29 08:30:00"
EV-210129,18,S100,M1113,"2021-01-29 08:18:00",SUCC,"2021-01-29 08:30:00"
EV-210129,19,S100,M1068,"2021-01-29 08:20:00",SUCC,"2021-01-29 08:30:00"
EV-210129,20,S100,M1701,"2021-01-29 08:22:00",SUCC,"2021-01-29 08:30:00"
EV-210129,21,S100,M1026,"2021-01-29 08:24:00",SUCC,"2021-01-29 08:30:00"
EV-210129,22,S100,M1974,"2021-01-29 08:28:00",SUCC,"2021-01-29 08:30:00"
EV-210129,23,S100,M1614,"2021-01-29 08:30:00",SUCC,"2021-01-29 08:30:00"
EV-210129,24,S100,M1932,"2021-01-29 08:32:00",SUCC,"2021-01-29 08:30:00"
EV-210129,25,S100,M1122,"2021-01-29 08:34:00",SUCC,"2021-01-29 08:30:00"
EV-210129,26,S100,M1484,"2021-01-29 08:36:00",SUCC,"2021-01-29 08:30:00"
EV-210129,27,S100,M1988,"2021-01-29 08:42:00",SUCC,"2021-01-29 08:30:00"
EV-210129,28,S100,M1994,"2021-01-29 08:46:00",SUCC,"2021-01-29 08:30:00"
EV-210129,29,S050,M0092,"2021-01-29 09:42:00",SUCC,"2021-01-29 09:30:00"
EV-210129,30,S050,M0093,"2021-01-29 09:45:00",SUCC,"2021-01-29 09:30:00"
EV-210129,31,S050,M0103,"2021-01-29 09:48:00",SUCC,"2021-01-29 09:30:00"
EV-210129,32,S050,M0886,"2021-01-29 09:51:00",SUCC,"2021-01-29 09:30:00"
EV-210129,33,S050,M0271,"2021-01-29 09:54:00",SUCC,"2021-01-29 09:30:00"
EV-210129,34,S050,M0183,"2021-01-29 10:02:00",SUCC,"2021-01-29 10:30:00"
EV-210129,35,S050,M0283,"2021-01-29 10:10:00",SUCC,"2021-01-29 10:30:00"
EV-210129,36,S100,M1127,"2021-01-29 10:16:00",SUCC,"2021-01-29 10:30:00"
EV-210129,37,S050,M0159,"2021-01-29 10:18:00",SUCC,"2021-01-29 10:30:00"
EV-210129,38,S100,M1082,"2021-01-29 10:20:00",SUCC,"2021-01-29 10:30:00"
EV-210129,39,S050,M0297,"2021-01-29 10:22:00",SUCC,"2021-01-29 10:30:00"
EV-210129,40,S050,M0117,"2021-01-29 10:26:00",SUCC,"2021-01-29 10:30:00"
EV-210129,41,S050,M0257,"2021-01-29 10:34:00",SUCC,"2021-01-29 10:30:00"
EV-210129,42,S100,M1096,"2021-01-29 10:36:00",SUCC,"2021-01-29 10:30:00"
EV-210129,43,S050,M0213,"2021-01-29 10:38:00",SUCC,"2021-01-29 10:30:00"
EV-210129,44,S100,M1011,"2021-01-29 10:40:00",SUCC,"2021-01-29 10:30:00"
EV-210130,1,S050,M0274,"2021-01-30 08:06:00",SUCC,"2021-01-30 08:30:00"
EV-210130,2,S050,M0275,"2021-01-30 08:08:00",SUCC,"2021-01-30 08:30:00"
EV-210130,3,S050,M0185,"2021-01-30 08:10:00",SUCC,"2021-01-30 08:30:00"
EV-210130,4,S050,M0998,"2021-01-30 08:12:00",SUCC,"2021-01-30 08:30:00"
EV-210130,5,S050,M0956,"2021-01-30 08:14:00",SUCC,"2021-01-30 08:30:00"
EV-210130,6,S050,M0285,"2021-01-30 08:16:00",SUCC,"2021-01-30 08:30:00"
EV-210130,7,S050,M0106,"2021-01-30 08:18:00",SUCC,"2021-01-30 08:30:00"
EV-210130,8,S050,M0107,"2021-01-30 08:20:00",SUCC,"2021-01-30 08:30:00"
EV-210130,9,S050,M0201,"2021-01-30 08:22:00",SUCC,"2021-01-30 08:30:00"
EV-210130,10,S050,M0162,"2021-01-30 08:24:00",SUCC,"2021-01-30 08:30:00"
EV-210130,11,S050,M0163,"2021-01-30 08:26:00",SUCC,"2021-01-30 08:30:00"
EV-210130,12,S050,M0884,"2021-01-30 08:28:00",SUCC,"2021-01-30 08:30:00"
EV-210130,13,S050,M0299,"2021-01-30 08:30:00",SUCC,"2021-01-30 08:30:00"
EV-210130,14,S050,M0120,"2021-01-30 08:32:00",SUCC,"2021-01-30 08:30:00"
EV-210130,15,S050,M0121,"2021-01-30 08:34:00",SUCC,"2021-01-30 08:30:00"
EV-210130,16,S050,M0889,"2021-01-30 08:36:00",SUCC,"2021-01-30 08:30:00"
EV-210130,17,S050,M0260,"2021-01-30 08:38:00",SUCC,"2021-01-30 08:30:00"
EV-210130,18,S050,M0215,"2021-01-30 08:40:00",SUCC,"2021-01-30 08:30:00"
EV-210130,19,S050,M0261,"2021-01-30 08:42:00",SUCC,"2021-01-30 08:30:00"
EV-210130,20,S050,M0984,"2021-01-30 08:44:00",SUCC,"2021-01-30 08:30:00"
EV-210130,21,S100,M1080,"2021-01-30 08:44:00",SUCC,"2021-01-30 08:30:00"
EV-210130,22,S050,M0176,"2021-01-30 08:46:00",SUCC,"2021-01-30 08:30:00"
EV-210130,23,S050,M0177,"2021-01-30 08:48:00",SUCC,"2021-01-30 08:30:00"
EV-210130,24,S100,M1085,"2021-01-30 08:48:00",SUCC,"2021-01-30 08:30:00"
EV-210130,25,S050,M0898,"2021-01-30 08:50:00",SUCC,"2021-01-30 08:30:00"
EV-210130,26,S100,M1180,"2021-01-30 08:50:00",SUCC,"2021-01-30 08:30:00"
EV-210130,27,S100,M1001,"2021-01-30 08:52:00",SUCC,"2021-01-30 08:30:00"
EV-210130,28,S100,M1094,"2021-01-30 08:56:00",SUCC,"2021-01-30 08:30:00"
EV-210130,29,S100,M1099,"2021-01-30 09:00:00",SUCC,"2021-01-30 09:30:00"
EV-210130,30,S100,M1013,"2021-01-30 09:02:00",SUCC,"2021-01-30 09:30:00"
EV-210130,31,S100,M1066,"2021-01-30 09:06:00",SUCC,"2021-01-30 09:30:00"
EV-210130,32,S100,M1024,"2021-01-30 09:08:00",SUCC,"2021-01-30 09:30:00"
EV-210130,33,S100,M1071,"2021-01-30 09:10:00",SUCC,"2021-01-30 09:30:00"
EV-210130,34,S100,M1029,"2021-01-30 09:12:00",SUCC,"2021-01-30 09:30:00"
EV-210130,35,S100,M1768,"2021-01-30 09:16:00",SUCC,"2021-01-30 09:30:00"
EV-210130,36,S100,M1782,"2021-01-30 09:18:00",SUCC,"2021-01-30 09:30:00"
EV-210130,37,S100,M1795,"2021-01-30 09:20:00",SUCC,"2021-01-30 09:30:00"
EV-210130,38,S100,M2030,"2021-01-30 09:39:00",SUCC,"2021-01-30 09:30:00"
EV-210130,39,S100,M1908,"2021-01-30 09:57:00",SUCC,"2021-01-30 09:30:00"
EV-210131,1,S050,M0762,"2021-01-31 08:00:00",SUCC,"2021-01-31 08:30:00"
EV-210131,2,S100,M1150,"2021-01-31 08:00:00",SUCC,"2021-01-31 08:30:00"
EV-210131,3,S050,M0537,"2021-01-31 08:02:00",SUCC,"2021-01-31 08:30:00"
EV-210131,4,S100,M2321,"2021-01-31 08:02:00",SUCC,"2021-01-31 08:30:00"
EV-210131,5,S050,M0493,"2021-01-31 08:04:00",SUCC,"2021-01-31 08:30:00"
EV-210131,6,S100,M1016,"2021-01-31 08:04:00",SUCC,"2021-01-31 08:30:00"
EV-210131,7,S100,M1197,"2021-01-31 08:06:00",SUCC,"2021-01-31 08:30:00"
EV-210131,8,S100,M1017,"2021-01-31 08:08:00",SUCC,"2021-01-31 08:30:00"
EV-210131,9,S100,M1738,"2021-01-31 08:10:00",SUCC,"2021-01-31 08:30:00"
EV-210131,10,S100,M1604,"2021-01-31 08:12:00",SUCC,"2021-01-31 08:30:00"
EV-210131,11,S100,M1785,"2021-01-31 08:14:00",SUCC,"2021-01-31 08:30:00"
EV-210131,12,S100,M1605,"2021-01-31 08:16:00",SUCC,"2021-01-31 08:30:00"
EV-210131,13,S100,M1155,"2021-01-31 08:18:00",SUCC,"2021-01-31 08:30:00"
EV-210131,14,S100,M1112,"2021-01-31 08:20:00",SUCC,"2021-01-31 08:30:00"
EV-210131,15,S100,M2058,"2021-01-31 08:22:00",SUCC,"2021-01-31 08:30:00"
EV-210131,16,S100,M1743,"2021-01-31 08:24:00",SUCC,"2021-01-31 08:30:00"
EV-210131,17,S100,M1700,"2021-01-31 08:26:00",SUCC,"2021-01-31 08:30:00"
EV-210131,18,S100,M2376,"2021-01-31 08:28:00",SUCC,"2021-01-31 08:30:00"
EV-210131,19,S050,M0959,"2021-01-31 08:30:00",SUCC,"2021-01-31 08:30:00"
EV-210131,20,S100,M2016,"2021-01-31 08:30:00",SUCC,"2021-01-31 08:30:00"
EV-210131,21,S050,M0982,"2021-01-31 08:32:00",SUCC,"2021-01-31 08:30:00"
EV-210131,22,S100,M2377,"2021-01-31 08:32:00",SUCC,"2021-01-31 08:30:00"
EV-210131,23,S050,M0987,"2021-01-31 08:34:00",SUCC,"2021-01-31 08:30:00"
EV-210131,24,S100,M2334,"2021-01-31 08:34:00",SUCC,"2021-01-31 08:30:00"
EV-210131,25,S100,M2335,"2021-01-31 08:36:00",SUCC,"2021-01-31 08:30:00"
EV-210131,26,S100,M1797,"2021-01-31 08:38:00",SUCC,"2021-01-31 08:30:00"
EV-210131,27,S100,M2384,"2021-01-31 08:40:00",SUCC,"2021-01-31 08:30:00"
EV-210131,28,S100,M1304,"2021-01-31 08:42:00",SUCC,"2021-01-31 08:30:00"
EV-210131,29,S050,M0996,"2021-01-31 08:54:00",SUCC,"2021-01-31 08:30:00"
EV-210131,30,S050,M0187,"2021-01-31 08:57:00",SUCC,"2021-01-31 08:30:00"
EV-210131,31,S050,M0234,"2021-01-31 09:00:00",SUCC,"2021-01-31 09:30:00"
EV-210131,32,S050,M0288,"2021-01-31 09:06:00",SUCC,"2021-01-31 09:30:00"
EV-210131,33,S050,M0289,"2021-01-31 09:09:00",SUCC,"2021-01-31 09:30:00"
EV-210131,34,S050,M0204,"2021-01-31 09:12:00",SUCC,"2021-01-31 09:30:00"
EV-210131,35,S050,M0205,"2021-01-31 09:15:00",SUCC,"2021-01-31 09:30:00"
EV-210131,36,S050,M0218,"2021-01-31 09:21:00",SUCC,"2021-01-31 09:30:00"
EV-210131,37,S050,M0219,"2021-01-31 09:24:00",SUCC,"2021-01-31 09:30:00"
EV-210131,38,S100,M1126,"2021-01-31 09:36:00",SUCC,"2021-01-31 09:30:00"
EV-210131,39,S100,M1178,"2021-01-31 09:39:00",SUCC,"2021-01-31 09:30:00"
EV-210131,40,S100,M1183,"2021-01-31 09:48:00",SUCC,"2021-01-31 09:30:00"
EV-210131,41,S100,M1056,"2021-01-31 10:00:00",SUCC,"2021-01-31 10:30:00"
EV-210131,42,S100,M1766,"2021-01-31 10:30:00",SUCC,"2021-01-31 10:30:00"
EV-210131,43,S100,M1771,"2021-01-31 10:33:00",SUCC,"2021-01-31 10:30:00"
EV-210131,44,S100,M1780,"2021-01-31 10:36:00",SUCC,"2021-01-31 10:30:00"
EV-210131,45,S100,M1989,"2021-01-31 10:36:00",SUCC,"2021-01-31 10:30:00"
EV-210131,46,S100,M1906,"2021-01-31 10:48:00",SUCC,"2021-01-31 10:30:00"
EV-210131,47,S100,M1911,"2021-01-31 10:56:00",SUCC,"2021-01-31 10:30:00"
EV-210131,48,S100,M1960,"2021-01-31 11:04:00",SUCC,"2021-01-31 11:30:00"
EV-210201,1,S050,M0970,"2021-02-01 08:27:00",SUCC,"2021-02-01 08:30:00"
EV-210201,2,S050,M0888,"2021-02-01 08:30:00",SUCC,"2021-02-01 08:30:00"
EV-210201,3,S050,M0190,"2021-02-01 08:50:00",SUCC,"2021-02-01 08:30:00"
EV-210201,4,S050,M0191,"2021-02-01 08:54:00",SUCC,"2021-02-01 08:30:00"
EV-210202,1,S050,M0958,"2021-02-02 08:00:00",SUCC,"2021-02-02 08:30:00"
EV-210202,2,S050,M0968,"2021-02-02 08:02:00",SUCC,"2021-02-02 08:30:00"
EV-210202,3,S050,M0068,"2021-02-02 08:04:00",SUCC,"2021-02-02 08:30:00"
EV-210202,4,S050,M0069,"2021-02-02 08:06:00",SUCC,"2021-02-02 08:30:00"
EV-210202,5,S050,M0973,"2021-02-02 08:08:00",SUCC,"2021-02-02 08:30:00"
EV-210202,6,S050,M0082,"2021-02-02 08:10:00",SUCC,"2021-02-02 08:30:00"
EV-210202,7,S050,M0083,"2021-02-02 08:12:00",SUCC,"2021-02-02 08:30:00"
EV-210202,8,S050,M0986,"2021-02-02 08:14:00",SUCC,"2021-02-02 08:30:00"
EV-210202,9,S100,M1182,"2021-02-02 08:30:00",SUCC,"2021-02-02 08:30:00"
EV-210202,10,S100,M1107,"2021-02-02 08:33:00",SUCC,"2021-02-02 08:30:00"
EV-210202,11,S100,M1164,"2021-02-02 08:36:00",SUCC,"2021-02-02 08:30:00"
EV-210202,12,S100,M1121,"2021-02-02 08:39:00",SUCC,"2021-02-02 08:30:00"
EV-210202,13,S100,M1169,"2021-02-02 08:42:00",SUCC,"2021-02-02 08:30:00"
EV-210203,1,S100,M1093,"2021-02-03 08:16:00",SUCC,"2021-02-03 08:30:00"
EV-210203,2,S050,M0096,"2021-02-03 08:18:00",SUCC,"2021-02-03 08:30:00"
EV-210203,3,S050,M0097,"2021-02-03 08:20:00",SUCC,"2021-02-03 08:30:00"
EV-210203,4,S100,M1109,"2021-02-03 08:20:00",SUCC,"2021-02-03 08:30:00"
EV-210203,5,S050,M0066,"2021-02-03 08:22:00",SUCC,"2021-02-03 08:30:00"
EV-210203,6,S050,M0067,"2021-02-03 08:24:00",SUCC,"2021-02-03 08:30:00"
EV-210203,7,S100,M1065,"2021-02-03 08:24:00",SUCC,"2021-02-03 08:30:00"
EV-210203,8,S050,M0883,"2021-02-03 08:26:00",SUCC,"2021-02-03 08:30:00"
EV-210203,9,S050,M0080,"2021-02-03 08:28:00",SUCC,"2021-02-03 08:30:00"
EV-210203,10,S100,M1023,"2021-02-03 08:28:00",SUCC,"2021-02-03 08:30:00"
EV-210203,11,S050,M0081,"2021-02-03 08:30:00",SUCC,"2021-02-03 08:30:00"
EV-210203,12,S050,M0897,"2021-02-03 08:32:00",SUCC,"2021-02-03 08:30:00"
EV-210203,13,S100,M1123,"2021-02-03 08:32:00",SUCC,"2021-02-03 08:30:00"
EV-210203,14,S100,M1079,"2021-02-03 08:36:00",SUCC,"2021-02-03 08:30:00"
EV-210203,15,S050,M1000,"2021-02-03 08:51:00",SUCC,"2021-02-03 08:30:00"
EV-210204,1,S100,M1111,"2021-02-04 08:00:00",SUCC,"2021-02-04 08:30:00"
EV-210204,2,S100,M1067,"2021-02-04 08:02:00",SUCC,"2021-02-04 08:30:00"
EV-210204,3,S100,M1025,"2021-02-04 08:04:00",SUCC,"2021-02-04 08:30:00"
EV-210204,4,S100,M1168,"2021-02-04 08:06:00",SUCC,"2021-02-04 08:30:00"
EV-210204,5,S050,M0180,"2021-02-04 09:06:00",SUCC,"2021-02-04 09:30:00"
EV-210204,6,S050,M0181,"2021-02-04 09:10:00",SUCC,"2021-02-04 09:30:00"
EV-210204,7,S050,M0094,"2021-02-04 09:14:00",SUCC,"2021-02-04 09:30:00"
EV-210204,8,S050,M0995,"2021-02-04 09:18:00",SUCC,"2021-02-04 09:30:00"
EV-210204,9,S050,M0095,"2021-02-04 09:22:00",SUCC,"2021-02-04 09:30:00"
EV-210204,10,S050,M0278,"2021-02-04 09:26:00",SUCC,"2021-02-04 09:30:00"
EV-210204,11,S050,M0279,"2021-02-04 09:30:00",SUCC,"2021-02-04 09:30:00"
EV-210204,12,S050,M0972,"2021-02-04 09:30:00",SUCC,"2021-02-04 09:30:00"
EV-210204,13,S050,M0885,"2021-02-04 09:33:00",SUCC,"2021-02-04 09:30:00"
EV-210204,14,S050,M0110,"2021-02-04 09:34:00",SUCC,"2021-02-04 09:30:00"
EV-210204,15,S050,M0981,"2021-02-04 09:36:00",SUCC,"2021-02-04 09:30:00"
EV-210204,16,S050,M0111,"2021-02-04 09:38:00",SUCC,"2021-02-04 09:30:00"
EV-210204,17,S050,M0899,"2021-02-04 09:39:00",SUCC,"2021-02-04 09:30:00"
EV-210204,18,S050,M0166,"2021-02-04 09:50:00",SUCC,"2021-02-04 09:30:00"
EV-210204,19,S050,M0167,"2021-02-04 09:54:00",SUCC,"2021-02-04 09:30:00"
EV-210204,20,S050,M0124,"2021-02-04 09:58:00",SUCC,"2021-02-04 09:30:00"
EV-210204,21,S050,M0125,"2021-02-04 10:02:00",SUCC,"2021-02-04 10:30:00"
EV-210204,22,S050,M0264,"2021-02-04 10:10:00",SUCC,"2021-02-04 10:30:00"
EV-210204,23,S050,M0265,"2021-02-04 10:14:00",SUCC,"2021-02-04 10:30:00"
EV-210205,1,S050,M0764,"2021-02-05 08:00:00",SUCC,"2021-02-05 08:30:00"
EV-210205,2,S050,M0179,"2021-02-05 08:02:00",SUCC,"2021-02-05 08:30:00"
EV-210205,3,S050,M0276,"2021-02-05 08:04:00",SUCC,"2021-02-05 08:30:00"
EV-210205,4,S050,M0997,"2021-02-05 08:06:00",SUCC,"2021-02-05 08:30:00"
EV-210205,5,S050,M0277,"2021-02-05 08:08:00",SUCC,"2021-02-05 08:30:00"
EV-210205,6,S050,M0108,"2021-02-05 08:10:00",SUCC,"2021-02-05 08:30:00"
EV-210205,7,S050,M0109,"2021-02-05 08:12:00",SUCC,"2021-02-05 08:30:00"
EV-210205,8,S050,M0292,"2021-02-05 08:14:00",SUCC,"2021-02-05 08:30:00"
EV-210205,9,S050,M0293,"2021-02-05 08:16:00",SUCC,"2021-02-05 08:30:00"
EV-210205,10,S050,M0208,"2021-02-05 08:18:00",SUCC,"2021-02-05 08:30:00"
EV-210205,11,S050,M0209,"2021-02-05 08:20:00",SUCC,"2021-02-05 08:30:00"
EV-210205,12,S050,M0164,"2021-02-05 08:22:00",SUCC,"2021-02-05 08:30:00"
EV-210205,13,S050,M0165,"2021-02-05 08:24:00",SUCC,"2021-02-05 08:30:00"
EV-210205,14,S050,M0887,"2021-02-05 08:26:00",SUCC,"2021-02-05 08:30:00"
EV-210205,15,S100,M1128,"2021-02-05 08:27:00",SUCC,"2021-02-05 08:30:00"
EV-210205,16,S050,M0122,"2021-02-05 08:28:00",SUCC,"2021-02-05 08:30:00"
EV-210205,17,S050,M0123,"2021-02-05 08:30:00",SUCC,"2021-02-05 08:30:00"
EV-210205,18,S100,M1083,"2021-02-05 08:30:00",SUCC,"2021-02-05 08:30:00"
EV-210205,19,S050,M0262,"2021-02-05 08:32:00",SUCC,"2021-02-05 08:30:00"
EV-210205,20,S100,M1129,"2021-02-05 08:33:00",SUCC,"2021-02-05 08:30:00"
EV-210205,21,S050,M0983,"2021-02-05 08:34:00",SUCC,"2021-02-05 08:30:00"
EV-210205,22,S050,M0263,"2021-02-05 08:36:00",SUCC,"2021-02-05 08:30:00"
EV-210205,23,S100,M1179,"2021-02-05 08:36:00",SUCC,"2021-02-05 08:30:00"
EV-210205,24,S050,M0222,"2021-02-05 08:38:00",SUCC,"2021-02-05 08:30:00"
EV-210205,25,S100,M1097,"2021-02-05 08:39:00",SUCC,"2021-02-05 08:30:00"
EV-210205,26,S050,M0223,"2021-02-05 08:40:00",SUCC,"2021-02-05 08:30:00"
EV-210205,27,S050,M0178,"2021-02-05 08:42:00",SUCC,"2021-02-05 08:30:00"
EV-210205,28,S100,M1058,"2021-02-05 08:42:00",SUCC,"2021-02-05 08:30:00"
EV-210205,29,S100,M1059,"2021-02-05 08:45:00",SUCC,"2021-02-05 08:30:00"
EV-210205,30,S100,M1020,"2021-02-05 08:48:00",SUCC,"2021-02-05 08:30:00"
EV-210205,31,S100,M1021,"2021-02-05 08:51:00",SUCC,"2021-02-05 08:30:00"
EV-210205,32,S100,M1114,"2021-02-05 08:54:00",SUCC,"2021-02-05 08:30:00"
EV-210205,33,S100,M1069,"2021-02-05 08:57:00",SUCC,"2021-02-05 08:30:00"
EV-210205,34,S100,M1115,"2021-02-05 09:00:00",SUCC,"2021-02-05 09:30:00"
EV-210205,35,S100,M1027,"2021-02-05 09:03:00",SUCC,"2021-02-05 09:30:00"
EV-210206,1,S050,M0957,"2021-02-06 08:26:00",SUCC,"2021-02-06 08:30:00"
EV-210206,2,S050,M0967,"2021-02-06 08:28:00",SUCC,"2021-02-06 08:30:00"
EV-210206,3,S050,M0070,"2021-02-06 08:30:00",SUCC,"2021-02-06 08:30:00"
EV-210206,4,S050,M0890,"2021-02-06 08:32:00",SUCC,"2021-02-06 08:30:00"
EV-210206,5,S050,M0891,"2021-02-06 08:34:00",SUCC,"2021-02-06 08:30:00"
EV-210206,6,S050,M0084,"2021-02-06 08:36:00",SUCC,"2021-02-06 08:30:00"
EV-210206,7,S050,M0999,"2021-02-06 08:36:00",SUCC,"2021-02-06 08:30:00"
EV-210206,8,S050,M0985,"2021-02-06 08:38:00",SUCC,"2021-02-06 08:30:00"
EV-210206,9,S100,M1086,"2021-02-06 08:40:00",SUCC,"2021-02-06 08:30:00"
EV-210206,10,S050,M0194,"2021-02-06 08:42:00",SUCC,"2021-02-06 08:30:00"
EV-210206,11,S100,M1087,"2021-02-06 08:44:00",SUCC,"2021-02-06 08:30:00"
EV-210206,12,S050,M0195,"2021-02-06 08:45:00",SUCC,"2021-02-06 08:30:00"
EV-210206,13,S050,M0290,"2021-02-06 08:48:00",SUCC,"2021-02-06 08:30:00"
EV-210206,14,S100,M1181,"2021-02-06 08:48:00",SUCC,"2021-02-06 08:30:00"
EV-210206,15,S050,M0291,"2021-02-06 08:51:00",SUCC,"2021-02-06 08:30:00"
EV-210206,16,S100,M1002,"2021-02-06 08:52:00",SUCC,"2021-02-06 08:30:00"
EV-210206,17,S100,M1003,"2021-02-06 08:56:00",SUCC,"2021-02-06 08:30:00"
EV-210206,18,S050,M0206,"2021-02-06 09:00:00",SUCC,"2021-02-06 09:30:00"
EV-210206,19,S100,M1018,"2021-02-06 09:00:00",SUCC,"2021-02-06 09:30:00"
EV-210206,20,S050,M0207,"2021-02-06 09:03:00",SUCC,"2021-02-06 09:30:00"
EV-210206,21,S100,M1019,"2021-02-06 09:04:00",SUCC,"2021-02-06 09:30:00"
EV-210206,22,S100,M1072,"2021-02-06 09:08:00",SUCC,"2021-02-06 09:30:00"
EV-210206,23,S100,M1163,"2021-02-06 09:12:00",SUCC,"2021-02-06 09:30:00"
EV-210206,24,S100,M1073,"2021-02-06 09:16:00",SUCC,"2021-02-06 09:30:00"
EV-210206,25,S050,M0220,"2021-02-06 09:18:00",SUCC,"2021-02-06 09:30:00"
EV-210206,26,S100,M1030,"2021-02-06 09:20:00",SUCC,"2021-02-06 09:30:00"
EV-210206,27,S050,M0221,"2021-02-06 09:21:00",SUCC,"2021-02-06 09:30:00"
EV-210206,28,S100,M1031,"2021-02-06 09:24:00",SUCC,"2021-02-06 09:30:00"
EV-210207,1,S100,M1156,"2021-02-07 08:00:00",SUCC,"2021-02-07 08:30:00"
EV-210207,2,S100,M1157,"2021-02-07 08:02:00",SUCC,"2021-02-07 08:30:00"
EV-210207,3,S100,M1165,"2021-02-07 08:04:00",SUCC,"2021-02-07 08:30:00"
EV-210207,4,S050,M0098,"2021-02-07 08:36:00",SUCC,"2021-02-07 08:30:00"
EV-210207,5,S050,M0228,"2021-02-07 08:38:00",SUCC,"2021-02-07 08:30:00"
EV-210207,6,S050,M0056,"2021-02-07 08:39:00",SUCC,"2021-02-07 08:30:00"
EV-210207,7,S050,M0960,"2021-02-07 08:42:00",SUCC,"2021-02-07 08:30:00"
EV-210207,8,S050,M0961,"2021-02-07 08:45:00",SUCC,"2021-02-07 08:30:00"
EV-210207,9,S050,M0969,"2021-02-07 08:48:00",SUCC,"2021-02-07 08:30:00"
EV-210207,10,S050,M0192,"2021-02-07 08:50:00",SUCC,"2021-02-07 08:30:00"
EV-210207,11,S050,M0988,"2021-02-07 08:51:00",SUCC,"2021-02-07 08:30:00"
EV-210207,12,S050,M0193,"2021-02-07 08:54:00",SUCC,"2021-02-07 08:30:00"
EV-210207,13,S050,M0989,"2021-02-07 08:54:00",SUCC,"2021-02-07 08:30:00"
EV-210209,1,S050,M0294,"2021-02-09 08:09:00",SUCC,"2021-02-09 08:30:00"
EV-210209,2,S050,M0974,"2021-02-09 08:12:00",SUCC,"2021-02-09 08:30:00"
EV-210209,3,S050,M0975,"2021-02-09 08:15:00",SUCC,"2021-02-09 08:30:00"
EV-210209,4,S050,M0210,"2021-02-09 08:18:00",SUCC,"2021-02-09 08:30:00"
EV-210209,5,S050,M0224,"2021-02-09 08:21:00",SUCC,"2021-02-09 08:30:00"
EV-210209,6,S100,M1170,"2021-02-09 08:32:00",SUCC,"2021-02-09 08:30:00"
EV-210209,7,S100,M1171,"2021-02-09 08:36:00",SUCC,"2021-02-09 08:30:00"
EV-210209,8,S100,M1022,"2021-02-09 08:40:00",SUCC,"2021-02-09 08:30:00"
EV-210210,1,S050,M0060,"2021-02-10 08:18:00",SUCC,"2021-02-10 08:30:00"
EV-210210,2,S050,M0074,"2021-02-10 08:21:00",SUCC,"2021-02-10 08:30:00"
EV-210210,3,S050,M0230,"2021-02-10 08:34:00",SUCC,"2021-02-10 08:30:00"
EV-210210,4,S050,M0196,"2021-02-10 08:42:00",SUCC,"2021-02-10 08:30:00"
EV-210210,5,S050,M0130,"2021-02-10 08:50:00",SUCC,"2021-02-10 08:30:00"
EV-210211,1,S050,M0088,"2021-02-11 08:00:00",SUCC,"2021-02-11 08:30:00"
